28,25,20,30,20,24,4,29,15,29,30,23,26,25,12,28,25,21,29,23,5,22,26,24,5,23,29,20,10,23,2,21,23,27,26,22,25,29,10,26,4,26,13,25,19,28,24,23,7,25,20,26,23,23,2,29,21,23,21,24,15,20,20,22,13,26,28,25,7,22,20,27,7,27,18,29,2,20,28,22,6,26,20,28,14,30,24,29,8,21,21,23,19,26,5,23,25,24,1,24,7,26,1,20,11,29,12,21,10,29,3,22,9,29,7,23,12,29,23,29,23,24,6,21,23,23,26,26,16,21,6,26,30,26,21,27,2,23,11,25,6,21,26,21,11,28,18,22,28,24,11,29,29,25,17,26,8,22,5,27,28,29,14,26,27,23,1,21,17,27,19,24,9,30,25,22,18,20,6,26,3,30,7,20,15,21,11,22,23,24,12,24,21,26,26,26,8,21,8,22
14,26,10,24,17,24,7,22,19,28,26,21,14,26,24,21,10,22,23,21,3,22,20,22,25,21,15,20,23,30,26,29,6,20,13,29,26,26,12,27,12,22,10,21,6,25,27,30,17,20,9,28,24,28,13,30,16,30,22,27,5,25,27,23,13,26,29,30,20,27,2,23,5,24,17,27,1,28,28,29,15,29,7,30,26,20,24,22,9,20,6,28,8,28,20,28,20,27,14,28,10,21,9,29,26,26,25,22,21,22,8,25,1,25,14,25,6,20,10,25,11,23,17,30,21,21,4,29,6,22,3,22,17,20,30,25,10,27,26,27,17,26,25,26,17,20,13,26,25,20,30,28,22,29,11,27,2,26,23,28,29,22,13,20,27,29,8,29,22,29,14,28,27,26,5,28,9,24,16,23,29,27,20,26,9,28,29,28,6,30,10,25,10,25,29,28,23,25,2,21
6,28,8,28,6,30,11,28,8,23,23,30,29,29,23,23,26,30,5,23,16,30,7,24,27,26,15,20,21,24,15,30,14,21,16,27,14,22,2,29,1,26,20,21,23,20,16,26,14,25,1,26,6,20,21,28,19,26,2,28,19,27,22,30,23,23,2,29,19,29,14,23,6,21,20,22,1,26,7,24,6,24,6,27,7,23,4,26,26,29,24,25,30,21,3,24,12,26,27,27,16,22,21,22,22,24,20,24,16,22,2,28,18,21,19,29,7,25,21,30,21,26,2,23,28,25,9,24,10,26,18,26,20,25,30,21,25,27,14,27,2,30,23,29,2,20,1,25,13,30,21,29,14,21,30,27,20,27,1,24,20,26,19,21,25,28,9,27,11,27,14,29,7,20,13,27,10,25,13,21,14,26,9,21,1,24,19,20,21,26,7,27,17,22,10,23,27,29,13,26
23,22,13,20,8,28,13,27,2,20,19,20,5,22,11,25,15,21,18,29,8,27,22,29,25,28,26,30,13,23,22,28,12,23,8,23,21,21,3,28,24,27,23,20,28,20,6,30,29,27,3,27,12,20,20,21,15,24,15,28,4,21,23,30,7,25,19,20,30,30,30,20,23,27,11,22,27,30,23,22,20,26,23,20,2,29,27,30,14,26,2,27,27,23,2,21,20,28,6,30,7,27,20,29,14,21,24,30,30,20,17,25,13,24,25,24,9,25,30,21,24,28,6,22,12,22,18,20,1,21,15,24,1,27,1,27,2,25,27,22,6,22,15,25,14,29,19,27,10,21,2,30,24,20,19,29,21,28,23,20,2,23,17,24,5,22,4,28,4,22,5,21,1,26,6,22,28,29,15,26,23,22,19,22,26,20,9,28,4,21,10,27,8,21,23,21,1,30,6,21
1,26,16,29,25,20,16,25,11,25,11,23,16,21,11,20,9,21,27,25,7,29,9,27,5,22,6,28,5,29,7,23,11,20,5,26,29,30,4,28,8,20,7,28,19,23,24,21,7,28,29,26,3,24,2,30,1,26,5,27,3,27,12,20,26,26,6,29,9,28,5,27,19,21,20,21,1,27,22,21,20,25,30,20,14,28,3,27,13,30,19,26,7,24,3,27,16,30,25,23,10,26,7,21,26,29,12,28,28,23,24,23,12,30,10,20,5,20,15,25,5,26,1,24,18,23,7,28,26,30,26,28,15,30,28,26,22,21,27,23,1,23,11,27,23,24,26,20,18,25,10,20,10,20,11,21,10,28,13,29,3,22,29,25,20,24,12,25,27,20,13,26,11,30,6,23,22,26,7,24,29,27,5,27,1,20,10,28,16,23,6,26,3,21,28,28,14,25,30,28
8,22,8,21,27,23,13,23,17,20,9,22,7,22,12,23,24,27,5,21,27,27,6,27,29,20,18,28,6,24,24,29,17,30,9,30,6,29,27,27,24,27,8,21,3,26,14,20,21,24,10,22,16,27,27,25,26,27,29,23,1,23,22,22,14,24,18,28,3,20,7,27,20,26,19,22,5,28,14,27,30,23,2,26,26,29,5,26,15,28,7,23,26,22,24,21,9,26,7,22,12,23,3,22,11,22,4,23,29,21,9,20,22,27,11,25,17,22,11,22,20,24,6,20,22,28,2,21,6,29,18,25,2,24,7,24,13,23,11,23,6,21,10,23,8,26,9,25,28,23,2,27,29,24,13,28,30,22,2,25,30,20,18,24,7,29,21,29,30,30,29,27,20,30,13,20,2,24,26,22,16,27,27,29,26,24,4,24,4,23,17,29,19,22,2,28,21,28,2,22
26,22,26,20,7,23,9,29,30,30,5,28,26,23,15,24,13,27,15,27,15,22,12,22,30,25,28,27,24,28,28,25,1,23,23,24,25,22,28,28,26,20,25,28,4,25,11,30,28,23,27,25,29,21,26,28,26,26,8,22,13,26,10,28,27,20,4,26,8,25,6,23,9,24,1,21,5,20,20,29,1,24,14,24,26,21,17,20,7,27,13,22,3,30,15,29,27,21,1,27,20,26,6,24,9,24,5,20,9,30,19,23,8,29,13,29,7,20,2,27,18,29,4,26,17,23,25,30,24,20,30,26,12,24,26,25,1,28,5,28,6,20,5,29,22,28,15,20,30,28,26,22,30,20,11,21,4,22,27,25,5,25,17,28,3,24,19,23,9,20,8,20,5,29,26,30,26,20,12,29,15,30,12,30,29,27,17,20,1,29,18,26,21,20,4,24,22,21,22,27
18,22,30,20,19,29,4,29,19,21,5,22,1,29,2,28,21,28,20,20,7,28,22,23,10,29,21,21,4,24,15,28,3,30,20,24,15,28,7,24,19,24,28,22,5,23,6,21,1,22,1,24,21,26,28,21,27,29,12,22,18,30,13,30,27,29,18,28,11,24,23,20,18,29,10,21,23,28,17,28,18,28,17,28,2,22,9,27,13,28,28,29,15,29,29,24,5,21,24,28,8,20,11,30,9,20,30,22,19,28,12,25,5,27,6,27,8,21,3,27,2,23,14,21,11,27,24,25,23,21,18,30,30,23,20,27,19,26,5,27,28,23,17,30,19,22,7,30,20,28,25,20,27,24,4,27,12,27,18,28,1,24,10,25,20,22,15,29,17,27,20,25,11,27,20,30,1,21,8,25,23,20,18,26,7,29,30,24,7,30,16,25,6,30,4,25,18,25,19,27
28,30,11,27,24,22,30,22,15,20,20,25,25,27,3,26,27,27,13,22,28,26,10,22,29,27,19,20,3,29,15,27,7,30,1,27,25,30,3,27,8,21,19,30,21,30,21,26,16,28,20,24,19,30,21,22,7,24,13,30,29,27,3,30,7,30,17,21,8,22,4,25,2,20,8,30,28,24,11,20,28,28,29,29,18,26,14,22,7,22,27,24,23,27,9,30,30,20,10,28,11,28,19,27,29,23,17,26,30,23,12,20,30,29,28,20,27,23,13,27,18,20,30,27,15,20,5,24,30,25,2,26,14,23,5,28,6,23,3,24,23,28,2,27,26,28,9,28,2,29,22,20,4,22,8,25,1,26,18,29,8,20,8,22,27,28,7,22,16,28,25,27,7,25,5,30,2,27,23,30,1,30,26,29,22,23,29,23,15,21,19,27,14,29,26,23,28,27,30,29
5,28,15,30,10,23,6,20,2,30,1,21,8,24,29,25,4,20,9,24,24,24,22,29,27,30,25,25,8,30,22,26,18,24,4,29,24,28,4,28,29,29,27,30,18,22,1,25,11,26,1,26,22,24,11,23,24,28,11,21,30,29,17,27,18,22,16,27,13,20,5,24,11,25,27,22,28,21,15,29,3,30,12,28,26,25,2,29,4,27,16,24,24,25,5,20,24,27,10,23,30,21,23,29,25,26,6,27,8,27,3,28,30,24,9,27,9,24,15,22,10,23,10,25,26,22,1,24,10,27,9,30,5,29,2,28,17,24,25,26,30,21,26,21,20,22,20,24,7,25,7,30,9,25,24,23,23,30,14,20,11,21,29,29,28,28,10,25,3,25,27,20,21,29,10,29,6,21,10,27,23,21,10,21,11,30,21,25,30,24,8,20,15,28,25,27,9,20,16,22
