14,19,12,15,1,5,10,2,12,11,16,7,17,16,14,8,20,20,8,13,2,12,11,15,2,3,18,2,16,4,1,10,15,16,3,8,7,9,20,10,9,11,14,5,15,20,13,12,2,9,13,9,15,11,11,7,19,5,5,14,14,17,17,17,4,7,11,5,13,3,14,2,19,7,4,1,2,1,3,15,8,14,20,14,8,7,7,14,15,9,3,17,9,20,3,13,19,11,18,1,5,13,11,16,6,20,9,15,5,14,8,12,13,3,3,18,6,4,16,14,16,13,16,13,16,14,6,13,20,14,3,19,19,10,20,7,18,5,6,5,11,12,6,6,10,16,20,9,6,7,6,4,8,15,15,6,3,19,10,3,20,7,14,2,20,7,13,1,6,20,5,15,9,16,19,18,6,1,4,17,3,19,10,11,14,18,18,19,19,20,1,5,11,3,15,8,4,16,6,11
4,4,4,16,1,15,7,3,5,18,20,17,2,6,4,10,4,19,2,6,6,4,12,8,13,15,11,18,13,18,17,8,7,8,13,2,1,19,8,11,6,10,9,15,12,2,2,12,6,8,13,12,2,8,7,16,18,18,11,14,13,2,9,6,8,17,2,10,7,14,9,9,18,11,20,7,6,12,7,18,17,18,6,13,9,18,4,14,13,19,18,6,9,12,7,18,1,15,15,5,5,10,12,15,12,12,7,15,9,10,20,8,5,17,15,11,11,11,19,15,17,7,10,9,6,18,1,20,20,18,18,17,12,9,16,9,7,2,3,1,3,5,18,18,16,2,20,1,18,10,14,8,2,11,6,13,10,14,18,9,13,5,19,9,12,12,19,16,13,19,17,1,2,9,7,14,5,10,17,14,11,5,20,6,16,13,1,6,9,18,2,3,7,15,9,7,15,4,9,7
18,3,2,15,4,9,9,6,1,3,17,4,10,20,14,12,9,5,3,4,9,14,3,16,12,4,13,7,4,13,2,3,15,9,13,11,4,15,11,17,12,10,3,15,13,11,20,1,2,18,3,18,3,2,12,16,18,16,14,17,15,19,19,4,3,17,7,17,12,2,3,7,16,18,7,19,6,7,19,18,13,10,8,6,5,12,6,7,4,7,6,13,15,6,15,13,6,19,8,6,4,16,2,8,17,19,9,1,1,1,7,11,14,2,12,1,13,20,19,16,4,18,10,15,17,14,20,7,2,7,19,20,13,8,9,5,10,8,1,17,3,14,11,14,7,19,6,1,5,19,3,20,20,4,18,15,7,18,11,11,19,19,8,2,16,3,5,2,7,17,18,16,6,10,13,7,20,6,3,7,20,8,5,10,4,5,7,2,14,11,12,19,10,12,4,12,1,18,12,18
2,4,20,17,9,15,12,14,11,3,19,6,10,1,16,14,16,8,7,19,3,8,6,12,12,13,15,15,11,19,1,17,14,20,14,9,10,18,10,12,4,8,16,7,1,11,19,12,8,5,16,17,15,13,9,13,12,7,3,4,4,13,18,13,17,4,20,20,15,1,12,15,14,17,7,8,18,1,20,2,17,14,1,2,5,11,10,12,10,15,15,12,18,10,13,8,15,1,2,11,9,8,15,3,2,13,19,12,17,19,13,3,17,15,9,20,4,14,8,13,8,20,6,13,14,20,9,18,18,14,15,13,3,20,9,10,5,7,2,5,20,19,19,1,2,17,8,11,12,16,2,6,4,10,7,20,3,19,18,1,4,15,11,2,11,18,5,15,3,1,14,17,18,9,16,3,3,20,19,15,1,14,19,11,7,13,10,4,10,8,17,16,5,2,13,9,15,1,16,12
5,10,4,14,11,16,12,5,2,18,13,17,18,2,9,3,5,14,19,12,7,14,3,8,13,18,11,18,5,7,5,20,4,14,2,14,3,9,11,4,5,16,5,12,1,7,11,1,15,3,7,1,8,15,17,6,3,12,16,14,11,4,13,5,1,18,10,6,3,10,18,10,10,16,4,9,14,2,11,4,17,18,18,15,12,9,18,5,16,20,4,14,14,19,13,6,7,18,9,10,14,19,5,2,9,10,11,11,11,8,5,4,4,1,14,14,1,1,15,8,8,11,17,4,13,4,1,3,11,7,11,18,18,14,18,8,7,12,19,20,19,2,5,4,10,12,1,1,6,12,9,12,4,2,2,12,2,7,10,1,14,8,20,5,20,17,16,1,18,2,14,13,2,11,18,6,5,11,9,7,18,20,12,20,18,12,13,11,16,6,11,4,13,4,5,3,6,8,3,17
1,17,9,18,5,16,9,5,4,14,19,3,6,13,7,17,2,13,15,7,2,11,15,4,1,10,13,8,18,16,3,12,2,1,8,8,12,18,4,9,9,12,19,9,20,12,2,4,18,3,17,3,2,3,19,11,18,13,14,7,3,5,11,12,8,10,8,7,12,3,12,10,9,7,13,9,2,12,4,15,17,12,10,3,7,13,13,5,12,12,9,4,8,8,9,3,4,11,7,7,1,3,15,2,11,3,17,20,7,19,14,20,19,2,3,10,16,16,13,15,8,5,18,14,19,1,17,6,9,13,12,2,1,3,17,19,7,11,7,4,2,19,10,10,7,9,10,9,8,12,16,3,8,20,2,4,9,19,12,12,3,7,18,19,6,11,19,10,17,18,13,18,17,8,4,19,16,3,2,15,14,12,14,6,1,19,7,17,18,12,6,10,7,15,8,7,20,5,8,11
15,13,19,17,17,15,4,13,1,3,17,18,3,1,6,12,8,12,4,6,12,8,3,20,1,8,12,5,13,7,12,20,12,19,11,9,3,8,20,3,5,15,19,13,10,20,16,1,6,13,18,15,3,4,13,3,1,5,14,6,18,12,12,3,10,5,6,11,18,6,10,3,14,16,18,3,11,3,19,5,8,15,11,12,10,18,4,13,11,7,7,10,3,5,13,17,1,1,15,5,16,6,14,14,19,7,11,20,2,16,15,4,6,4,17,16,2,18,20,4,17,17,15,1,19,5,10,4,5,11,4,1,12,14,1,6,18,15,14,11,13,16,7,7,13,16,1,10,8,1,10,10,12,12,2,13,15,15,18,5,6,14,1,1,20,11,10,20,19,8,19,12,19,12,9,3,1,20,12,12,8,9,11,1,15,7,3,18,2,13,20,18,1,13,20,8,4,13,12,11
20,1,13,5,15,11,18,11,19,13,4,14,16,1,6,5,2,12,7,11,19,9,19,4,13,7,10,11,15,11,11,10,20,2,4,17,14,18,17,3,18,2,19,14,1,10,1,5,1,4,17,14,18,15,10,18,8,13,18,14,19,1,4,1,18,12,12,18,18,4,9,8,6,3,3,11,9,12,6,4,16,20,4,12,15,4,13,8,17,3,11,9,14,13,17,3,14,8,7,11,14,12,20,15,7,12,11,14,9,3,10,17,6,13,15,15,3,2,5,20,4,16,9,8,2,16,10,3,7,2,8,11,14,13,11,10,18,9,9,15,4,13,15,11,1,13,2,4,8,2,12,16,2,13,20,6,7,8,4,4,10,2,11,7,3,18,5,18,13,13,7,9,9,4,12,8,7,11,20,15,5,1,8,8,4,16,6,3,5,16,6,15,8,5,12,12,1,18,4,6
10,1,13,18,13,11,14,16,3,15,16,16,9,14,4,14,3,3,8,12,5,17,2,12,13,19,13,15,18,19,19,10,16,6,1,11,11,17,19,11,10,6,1,13,9,8,1,4,1,18,3,7,8,12,16,8,13,19,12,9,9,13,16,11,2,12,6,5,7,9,12,10,7,18,2,18,4,8,7,11,15,6,8,13,3,12,3,7,11,4,7,5,5,12,19,4,3,8,6,8,20,18,2,15,5,6,14,17,19,13,12,4,16,14,7,9,4,6,13,5,20,11,17,1,17,6,16,19,19,10,14,18,15,15,13,18,1,18,15,5,15,5,4,7,16,7,19,5,8,5,15,13,12,4,15,12,5,19,12,2,6,2,3,20,5,11,20,7,19,17,13,3,10,3,11,5,13,9,5,9,14,13,20,19,10,13,3,5,8,2,1,11,5,16,5,10,20,9,4,10
18,10,6,13,6,3,9,16,9,3,9,5,1,6,17,11,4,20,4,13,2,20,11,16,8,10,2,14,15,13,9,15,11,6,7,19,10,6,14,20,6,5,8,14,20,13,6,4,10,13,7,2,13,12,13,15,2,18,18,12,11,13,11,4,9,10,12,6,11,9,12,4,3,14,1,4,16,8,11,12,6,3,20,11,18,16,18,13,9,12,12,11,7,20,20,1,20,11,11,3,2,16,8,15,1,6,16,18,13,13,11,14,20,3,3,14,15,9,9,20,13,10,12,1,17,20,15,14,8,9,16,3,10,20,5,2,5,8,18,16,9,18,20,12,11,4,6,13,5,13,4,1,20,13,2,14,1,5,1,3,1,1,20,18,3,12,19,10,10,5,17,4,9,3,4,7,13,5,8,16,1,8,6,11,9,9,14,16,8,7,4,14,2,13,5,13,14,18,10,11
